cell_volume, cell_density, barrier_density, mean_speed, mean_xdir, mean_ydir 
200,2,1,0.2628094300426944,0.038822023711453275,0.004243458829303396
200,3,1,0.26934860232480096,0.04168562474500018,-0.020603709439571096
